#,Friends?,Sheath (t0),Sh/FR mix (t1),FR Start (t2),FR End (t3),Leg End (t4),Mixed End (t5),u0,u1,u2,u3,u4,u5,Enh?,HSS?,HSScat,Data Gap?,Comments
654,-,2014-05-27T18:40,,2014-05-28T00:00,2014-05-29T08:43,-,-,2,-,2,2,-,-,N,N,-,-,Is probably a thing but ugly. Too far from next?
655,-,2014-05-30T03:15,,2014-05-30T12:50,2014-05-31T13:00,2014-06-01T05:53,-,1,-,1,2,2,-,N,N,-,-,Probably has leg? Angles flatten out toward rear
656,-,2014-06-07T16:09,,2014-06-08T19:12,2014-06-10T10:03,-,2014-06-10T16:46,1,-,1,2,-,2,N,N?,V,-,Maybe HSS after. Glancing/flank case
657,-,-,,2014-06-17T01:17,2014-06-17T21:53,-,-,-,-,2,2,-,-,N,N,V,-,Weak slow case. Mostly using T signature. Normal SW after? And too far from next?
658,-,2014-06-18T17:00,,2014-06-19T11:30,2014-06-20T12:04,-,2014-06-21T07:59,1,-,2,2,-,3,N,N,V,-,Think turbulent part after is mixed part?
659,660,-,,2014-06-22T18:28,2014-06-23T22:00,-,-,-,-,1,1,-,-,N,N,V,-,Guessing early jump is crossing axis and continuing through leg?
660,659,2014-06-23T22:00,,2014-06-24T04:15,2014-06-25T06:00,-,-,1,-,1,3,-,-,N,N,-,-,Probably a thing. Back end very uncertain
661,-,2014-06-29T16:47,,2014-06-29T22:21,2014-06-30T11:15,-,2014-06-30T13:35,2,-,1,1,-,2,N,N,-,-,Slightly turbulent but nice B rot
662,-,2014-07-02T23:48,,2014-07-03T02:44,2014-07-03T11:59,-,-,1,-,1,2,-,-,N,N,-,-,Back end uncertain. Could add long mixed or leg?
663,-,2014-07-06T09:41,,2014-07-06T17:11,2014-07-07T09:10,-,-,1,-,2,3,-,-,N,N,-,-,Guessing at back end based on smooth v portion. Might be all sheath but some B rot?
664,665,-,,2014-07-13T10:39,2014-07-14T08:29,-,2014-07-14T13:29,,-,1,1,-,2,N,N,V,-,Mixed until next
665,664,2014-07-14T13:29,,2014-07-15T00:10,2014-07-16T05:13,-,-,1,-,3,3,-,-,N,?,V,-,Not convinced is thing. Probably too slow to be HSS but not a strong CME signature
666,-,2014-08-19T05:49,,2014-08-19T17:26,2014-08-20T18:54,2014-08-21T13:30,-,0,-,1,2,1,-,N,N,-,-,Nice case. Could maybe add mixed
667,-,2014-08-26T02:40,,2014-08-27T02:24,2014-08-27T21:49,-,-,2,-,1,1,-,-,N,N,-,-,Suspicious of megasheath 
668,-,2014-09-06T04:33,,2014-09-06T14:14,2014-09-07T06:36,2014-09-08T03:26,-,1,-,1,2,2,-,N,N,V,-,Messy core and leg?
669,670,2014-09-11T23:00,,2014-09-12T07:22,2014-09-12T15:26,-,2014-09-12T22:00,1,-,1,1,-,2,N,N,V,-,Mixed is shocked from next?
670,669,2014-09-12T15:17,,2014-09-12T21:22,2014-09-13T17:19,2014-09-14T11:38,-,0,-,0,2,2,-,N,N,-,-,Pretty clean signature
671,-,-,,2014-09-17T02:00,2014-09-18T20:00,-,-,-,-,2,2,-,-,N,Y?,V,-,HSS behind? Weak signature but smooth and lowish T
672,-,2014-11-03T22:27,,2014-11-05T03:13,2014-11-07T00:38,-,-,1,-,3,3,-,-,N,N,GV,-,Discontinuity at DONKI time but not sure FR is thing. Going off low n and smooth ish phi
673,-,2014-11-10T01:37,,2014-11-11T07:00,2014-11-11T20:00,-,-,2,-,2,2,-,-,N,M?,V,-,Glancing weak case if real. HSS behind?
674,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,V,-,Leaning toward this being HSS
675,-,-,,-,-,-,-,-,-,3,2,-,-,N,N,-,-,Very unconvinced but is smooth ish and lower T
676,677,2014-12-21T18:40,,2014-12-22T04:00,2014-12-22T14:28,-,2014-12-22T17:00,1,-,2,1,-,2,N,N,-,-,Mixed is shocked from next
677,676; 678,2014-12-22T14:28,,2014-12-23T01:35,2014-12-23T10:41,-,2014-12-23T13:05,1,-,2,1,-,2,N,N,G,-,Mixed is shocked from next
678,677,2014-12-23T10:41,,2014-12-24T11:54,2014-12-26T15:54,-,-,1,-,1,2,-,-,N,N,G,-,Long glancing encounter
679,680,2015-01-02T06:34,,2015-01-02T14:34,2015-01-02T22:00,-,2015-01-03T01:00,2,-,1,2,-,2,N,N,GV,W,Mixed until next
680,-,2015-01-03T01:00,,2015-01-03T14:00,2015-01-04T05:00,-,2015-01-04T19:49,1,-,2,2,-,3,N,N?,GV,-,SW v slightly elevated behind. Guessing on mixed
681,-,2015-01-07T05:38,,2015-01-07T06:36,2015-01-07T20:21,-,-,1,-,2,2,-,-,N,N,V,-,Think just messy at FR front but not separate core/leg?
682,-,-,,2015-01-11T10:54,2015-01-11T19:24,-,-,-,-,2,2,-,-,N,N,V,-,Weak but smooth
683,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Discontinuity at DONKI time no other signatures
684,685,-,,2015-03-16T12:48,2015-03-17T04:00,-,-,-,-,3,2,-,-,N,N,-,-,Weak but smooth. Probably a thing
685,684,2015-03-17T04:00,,2015-03-17T13:00,2015-03-17T23:21,2015-03-18T04:34,-,1,-,1,2,2,-,N,Y?,-,-,Think leg not mixed? HSS behind?
686,687,-,,2015-03-21T20:18,2015-03-22T02:06,-,2015-03-22T05:15,-,-,1,1,-,2,N,N,V,-,Kinda weak but smooth and probably a thing. Guessing mixed is from interacting with next
687,686,2015-03-22T02:06,,2015-03-22T11:13,2015-03-22T20:38,-,2015-03-22T23:43,2,-,1,2,-,1,N,N,-,-,Fairly smooth and nice
688,689,2015-03-28T03:36,,2015-03-28T12:45,2015-03-29T14:24,-,-,1,-,2,1,-,-,N,N,-,-,Could add mixed but whole think kinda all messy so uncertain on a where
689,688; 690,2015-03-29T14:24,,2015-03-29T19:00,2015-03-31T07:40,-,2015-03-31T13:00,1,-,1,1,-,2,N,N,GV,-,Mixed is shocked by next
690,689,2015-03-31T07:32,,2015-03-31T17:57,2015-04-01T09:50,-,-,1,-,1,1,-,-,N,N,GV,-,Minimal rot but smooth
691,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,V,-,Discontinuity at DONKI time no other signatures
692,693,2015-04-09T09:09,,2015-04-09T12:38,2015-04-09T22:00,-,-,2,-,1,2,-,-,N,N,-,-,Prob a thing
693,692,-,,2015-04-09T22:00,2015-04-10T13:00,2015-04-11T08:30,-,-,-,2,2,1,-,N,N,-,-,Ugly core and leg?
694,-,-,,2015-04-30T05:33,2015-05-01T12:36,-,-,-,-,3,3,-,-,N,N,V,-,Not convinced is thing
695,696,2015-05-06T00:56,,2015-05-06T16:48,2015-05-07T21:42,-,2015-05-08T02:52,1,-,2,2,-,1,N,N,-,-,Think bump at back is mixed not separate case (like Dreams)
696,695,2015-05-08T02:52,,2015-05-08T07:11,2015-05-09T05:18,-,2015-05-09T11:00,2,-,1,2,-,2,N,N,-,-,Guessing at mixed
697,-,2015-05-10T08:23,,2015-05-10T11:59,2015-05-11T03:30,-,2015-05-11T07:11,2,-,1,2,-,2,N,N,-,-,Guessing at mixed
698,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,V,-,I think this discontinuity is tail of HSS?
699,-,2015-05-18T19:00,,2015-05-18T22:36,2015-05-19T01:55,-,-,2,-,2,1,-,-,N,Y?,GV,-,HSS behind? Front part too turbulent to be FR?
700,-,-,,2015-05-20T17:00,2015-05-21T06:17,-,-,-,-,3,3,-,-,N,N,-,-,Not fully convinced is a thing
701,-,-,,2015-05-26T16:37,2015-05-27T13:54,-,-,-,-,1,1,-,-,N,N,-,-,Weak but clear
702,-,2015-06-12T12:19,,2015-06-12T21:23,2015-06-13T17:29,-,2015-06-13T22:12,2,-,2,3,-,3,-,M?,V,-,Not convinced is real but made a guess based on smooth B tot. SIR behind?
703,-,2015-06-16T18:09,,2015-06-17T05:17,2015-06-18T00:09,-,-,1,-,1,1,-,-,N,N,V,-,Could maybe add leg at kink in B?
704,705,2015-06-21T16:11,,2015-06-21T21:32,2015-06-22T05:09,-,2015-06-22T18:07,1,-,1,1,-,2,N,N,-,-,Combined two events from CCMC/Dreams that split at a shock in the middle from next?
705,704; 706,2015-06-22T18:07,,2015-06-23T01:33,2015-06-23T11:00,2015-06-24T13:03,-,0,-,1,2,2,-,N,N,V,-,Think is leg not two separate cases
706,705; 707,2015-06-24T12:57,,2015-06-25T09:00,2015-06-25T18:44,2015-06-26T06:00,-,1,-,1,2,2,-,N,N,V,-,Leg until next?
707,706; 708,2015-06-26T06:00,,2015-06-26T08:40,2015-06-27T02:34,-,2015-06-27T03:30,2,-,3,2,-,2,N,N,-,-,Weak but smooth. Mixed is shocked?
708,707,2015-06-27T03:30,,2015-06-27T06:40,2015-06-27T21:13,-,-,1,-,3,3,-,-,N,N,-,-,Attempting to find a messy FR
709,-,2015-07-13T01:17,,2015-07-13T06:00,2015-07-13T15:56,2015-07-14T15:00,2015-07-14T21:43,1,-,2,2,3,3,N,N,GV,-,Not confident on leg or mixed
710,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,V,-,Small discontinuity at DONKI time no other clear signatures
711,-,2015-08-07T05:30,,2015-08-07T16:00,2015-08-08T13:13,-,-,2,-,2,2,-,-,N,N,V,-,Didn't ID mixed bc most of it is pretty turbulent
712,-,2015-08-15T07:43,,2015-08-15T20:43,2015-08-16T06:51,-,-,1,-,2,2,-,-,N,Y?,V,-,Embedded in HSS? Not sure if SIR in sheath part
713,-,-,,2015-08-21T22:36,2015-08-22T10:25,-,2015-08-22T13:55,-,-,2,2,-,2,N,N,GV,-,Guessing at mixed
714,715,2015-08-26T02:42,,2015-08-26T08:43,2015-08-27T03:38,-,-,2,-,1,1,-,-,N,N,V,-,Smooth and clear rot
715,714,2015-08-27T03:38,,2015-08-27T08:33,2015-08-28T01:12,2015-08-28T12:35,2015-08-28T17:17,1,-,1,3,2,2,N,N,V,-,Guessing at leg split but def think one is there
716,-,2015-09-07T13:05,,2015-09-08T01:08,2015-09-09T11:17,-,2015-09-09T14:52,1,-,1,2,-,2,N,N,V,-,Maybe leg but phi is super smooth?
717,-,-,,2015-09-13T06:34,2015-09-13T17:27,-,-,-,-,2,2,-,-,N,N,V,-,Weak but probably a thing
718,-,-,,2015-09-17T08:55,2015-09-17T19:45,-,-,-,-,2,2,-,-,N,N,V,-,Weak but probably a thing
719,-,2015-09-20T05:33,,2015-09-21T08:00,2015-09-21T23:00,-,2015-09-22T02:05,1,-,2,2,-,2,N,Y?,V,-,HSS behind?
720,-,2015-10-06T20:00,,2015-10-07T02:33,2015-10-07T10:03,-,-,1,-,1,1,-,-,N,Y?,GV,-,SIR/HSS behind?
721,-,2015-10-24T18:26,,2015-10-25T13:11,2015-10-27T04:00,2015-10-28T10:04,-,0,-,1,2,2,-,N,N,V,-,Big fairly clean case
722,-,-,,2015-11-04T14:37,2015-11-04T19:00,2015-11-05T01:44,-,-,-,2,2,3,-,N,Y?,V,-,Small event embedded in HSS?
723,-,2015-11-06T17:46,,2015-11-07T07:11,2015-11-08T10:18,-,2015-11-08T16:09,0,-,1,2,-,1,N,N,V,W,Wind gap in back of FR. Clean event
724,-,-,,2015-11-12T12:00,2015-11-13T07:57,-,-,-,-,3,3,-,-,N,N,V,-,Not convinced is a thing but made guess. Compression at back from slow wind on super slow CME?
725,-,-,,2015-11-20T08:13,2015-11-20T23:28,-,-,-,-,2,2,-,-,N,Y?,-,-,Think CCMC front is HSS and actual FR is weak signature about 1.5 days later
726,-,2015-12-14T12:30,,2015-12-14T13:44,2015-12-14T18:15,-,-,1,-,3,3,-,-,N,Y?,GV,-,Completely unconfident but low T support not the SIR. HSS behind
727,-,2015-12-19T15:35,,2015-12-20T03:00,2015-12-21T20:00,-,-,1,-,2,1,-,-,N,N,-,-,Uncertain on sheath/FR boundary. Bz too smooth for sheath but then ugly FR and uncertain on splits
728,-,2015-12-31T00:19,,2015-12-31T17:58,2016-01-01T11:56,2016-01-02T11:00,-,0,-,1,2,2,-,N,N,-,A,Probably leg?
729,-,2016-01-18T21:18,,2016-01-19T11:20,2016-01-21T00:00,-,2016-01-21T10:16,1,-,1,2,-,1,N,M?,DGV,-,Slightly fast slow SW or actual HSS behind? Mixed is SIR?
730,-,2016-01-24T14:00,,2016-01-24T18:00,2016-01-25T01:11,2016-01-26T03:09,2016-01-26T18:00,1,-,2,2,2,2,N,N,V,-,Guessing is FR core and not more sheath? A little turbulent but clear rot
731,-,-,,2016-02-11T15:54,2016-02-13T02:17,-,-,-,-,3,3,-,-,N,N,-,-,Wild guess. Could be nothing
732,-,-,,2016-02-15T05:15,2016-02-16T07:02,-,-,-,-,2,2,-,-,N,Y?,DGV,-,HSS behind? Guessing at FR
733,-,2016-03-05T10:00,,2016-03-05T18:07,2016-03-06T16:11,-,-,3,-,2,2,-,-,N,Y?,DGV,-,HSS behind compressing back. Sheath could be nothing
734,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,GV,-,Probably HSS
735,-,2016-03-20T07:00,,2016-03-20T14:00,2016-03-21T04:00,-,-,1,-,1,1,-,-,N,N,V,-,Pretty clean signature
736,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,GV,-,Probably HSS. Could maybe put FR before it but not confident? Low T kinda smooth
737,-,2016-04-02T14:04,,2016-04-03T05:59,2016-04-04T17:57,-,-,1,-,3,3,-,-,N,N?,V,-,Probably not just weak HSS but not a super clear CME signature either. Glancing?
738,-,2016-04-10T09:00,,2016-04-11T23:21,2016-04-11T23:21,-,-,2,-,2,2,-,-,N,N?,GV,-,HSS too far behind to interact?
739,-,2016-04-14T06:57,,2016-04-14T09:06,2016-04-15T10:08,-,-,1,-,1,2,-,-,N,Y?,V,-,In tail of HSS? Too far from next to interact
740,741,2016-04-16T04:40,,2016-04-16T10:15,2016-04-16T19:19,-,2016-04-16T21:42,2,-,2,2,-,2,N,N,-,-,Mixed until next. Sheath isn't very sheath-y
741,740,2016-04-16T21:42,,2016-04-17T02:13,2016-04-17T20:15,2016-04-18T06:59,-,1,-,1,2,2,-,N,N,-,-,Could maybe add mixed but more just a drop off
742,-,2016-05-06T17:07,,2016-05-06T23:38,2016-05-07T23:12,-,-,3,-,3,3,-,-,N,Y?,DGV,-,Generous interpretation. Might be nothing. HSS behind
743,-,2016-07-19T23:05,,2016-07-20T07:00,2016-07-22T15:00,-,-,1,-,1,1,-,-,M?,N,V,-,Probably includes leg (or is all glancing) but no clear signature to split at
744,745,2016-07-24T15:00,,2016-07-24T21:24,2016-07-25T10:33,-,2016-07-25T12:17,1,-,1,2,-,1,N,N,-,-,Maybe leg? Short total duration though
745,744,2016-07-25T12:17,,2016-07-25T22:00,2016-07-26T10:42,-,-,1,-,1,1,-,-,N,N,-,-,Could be leg of prev? With garbage in between
746,-,2016-08-02T12:37,,2016-08-02T15:00,2016-08-03T03:00,-,2016-08-03T04:45,2,-,3,2,-,3,N,Y?,GV,-,SIR/HSS behind
747,-,2016-09-14T02:10,,2016-09-14T18:01,2016-09-15T16:03,-,2016-09-15T19:55,1,-,1,2,-,2,N,N,-,-,Not entirely certain is thing but little T drop
748,-,2016-10-04T08:56,,2016-10-04T11:30,2016-10-04T15:03,-,-,3,-,3,2,-,-,N,N,V,-,Weak case
749,-,2016-10-12T21:21,,2016-10-13T05:27,2016-10-14T09:10,-,2016-10-14T16:00,1,-,1,2,-,1,N,N,V,-,Guessing at mixed but too short for leg? Slightly elevated v after but not strong enough for HSS?
750,-,-,,2016-11-04T18:00,2016-11-05T21:00,-,-,-,-,2,2,-,-,N,N,V,-,Could add mixed?
751,-,2016-11-09T05:28,,2016-11-10T01:30,2016-11-10T10:09,-,2016-11-10T16:00,2,-,2,2,-,2,N,N?,DGV,-,Slow HSS behind?
752,-,2017-03-23T08:51,,2017-03-24T06:44,2017-03-25T23:23,-,-,2,-,2,2,-,-,N,Y?,DV,-,Embedded in HSS? Going off T signature for FR
753,-,2017-04-04T01:31,,2017-04-04T04:00,2017-04-04T14:00,-,-,2,-,1,2,-,-,N,N,V,-,Should extend FR or make leg? But weirdly hot in back
754,-,2017-04-08T22:37,,2017-04-09T09:55,2017-04-10T08:09,-,-,2,-,1,1,-,-,N,N,DV,-,Could maybe split but not clear enough
755,-,2017-04-13T15:00,,2017-04-14T00:00,2017-04-14T19:42,-,2017-04-15T11:48,1,-,1,2,-,2,N,N,D,-,Pretty clean signature
756,-,2017-04-19T22:54,,2017-04-20T11:12,2017-04-21T11:20,-,2017-04-21T15:37,2,-,1,1,-,2,N,Y?,DGV,-,HSS behind? ATSB time is back end?
757,-,2017-05-04T17:30,,2017-05-05T02:18,2017-05-05T22:34,-,-,1,-,1,1,-,-,N,N,D,-,Could add tiny bit of mixed?
758,-,2017-05-17T21:38,,2017-05-18T03:31,2017-05-18T13:49,-,-,2,-,1,1,-,-,N,N?,V,-,In very back tail of HSS? Too far? Sheath isn't the most sheath-y
759,-,2017-05-27T14:47,,2017-05-27T22:00,2017-05-28T16:27,2017-05-29T07:44,2017-05-29T14:00,1,-,1,2,2,2,N,M?,G,-,SIR behind but too far away?
760,-,2017-06-11T13:22,,2017-06-11T18:30,2017-06-12T13:17,-,2017-06-12T18:42,1,-,1,1,-,2,N,Y?,GV,-,Embedded in HSS? SIR in front?
761,-,2017-07-01T16:26,,2017-07-01T23:50,2017-07-02T19:20,-,-,3,-,3,3,-,-,N,Y?,DG,-,Wild guess. Is def a HSS but trying to find shock/FR signature within it
762,-,2017-07-16T05:10,,2017-07-16T10:03,2017-07-16T22:09,2017-07-17T14:50,2017-07-18T09:13,1,-,1,2,2,2,N,N?,-,-,Mixed too far back? SW v slightly up after but not HSS?
763,-,2017-08-21T20:46,,2017-08-22T06:07,2017-08-23T17:11,-,-,2,-,1,3,-,-,N,N,V,-,Too messy to attempt splitting
764,765,2017-09-07T11:08,,2017-09-07T20:00,2017-09-07T22:30,-,2017-09-08T03:09,3,-,2,2,-,-,N,M?,-,-,Going with RCish FR. HSS in front and shocked by next
765,764,2017-09-07T22:30,,2017-09-08T11:07,2017-09-08T21:46,2017-09-10T09:00,-,1,-,1,3,2,-,N,N,-,W,Interacts with prev. Guessing on leg split. Wind plasma gap at end
766,-,2017-09-14T00:15,,2017-09-14T01:49,2017-09-14T10:17,-,2017-09-14T19:03,3,-,2,2,-,2,N,Y?,DGV,-,HSS ahead and behind? Pretty sure extended tail ahead not FR itself? CCMC picked HSS time
767,768,-,,2017-11-14T01:08,2017-11-14T14:13,2017-11-15T11:47,-,-,-,1,2,2,-,N,N,DGV,A,ACE gap at front. Leg until next but not certain? More smooth than front part
768,767,-,,2017-11-15T11:47,2017-11-15T19:23,-,2017-11-15T22:08,,-,2,2,-,3,N,N,DGV,-,Slightly faster wind after but too slow for HSS? Guessing at mixed
769,-,-,,2017-12-24T19:30,2017-12-25T09:57,-,-,-,-,2,2,-,-,N,Y?,DV,-,Embedded in HSS. No shock all FR. Extended smooth ish region behind is HSS tail?
770,-,-,,2018-01-19T00:42,2018-01-19T12:06,-,-,-,-,2,2,-,-,N,N,D,-,Weak case
771,-,2018-02-15T07:38,,2018-02-16T01:36,2018-02-17T01:02,-,-,2,-,2,3,-,-,N,M?,DV,-,Guessing at back end. HSS behind?
772,-,2018-03-09T17:06,,2018-03-09T23:16,2018-03-10T19:03,-,2018-03-11T00:24,1,-,1,2,-,2,N,N,V,-,Fairly clean. Guessing at mixed
773,-,2018-05-13T02:35,,2018-05-13T07:18,2018-05-13T14:00,-,-,2,-,1,1,-,-,N,N,DV,-,Small but clean FR. Less certain on shock
774,-,2018-06-06T11:00,,2018-06-06T17:32,2018-06-07T07:00,-,2018-06-07T11:06,1,-,1,2,-,1,N,N,V,-,Fairly clean
775,-,2018-06-25T08:02,,2018-06-25T11:08,2018-06-26T05:00,-,-,1,-,1,1,-,-,N,M?,DV,-,Weak but clear. SIR/HSS behind? Could add mixed at back but not that turbulent
776,-,2018-06-30T13:00,,2018-06-30T20:00,2018-07-02T10:00,-,-,1,-,1,3,-,-,N,N,-,-,Hard to define back end. Too weak to split
777,-,2018-07-10T11:25,,2018-07-10T13:00,2018-07-11T05:05,-,2018-07-11T11:00,1,-,1,2,-,2,N,N,V,-,Guessing on mixed. Weak sheath could start earlier based on kink in v and n enhancement?
778,-,2018-07-15T23:55,,2018-07-16T04:50,2018-07-16T15:44,-,2018-07-17T00:00,1,-,1,2,-,2,N,N?,DV,-,Looks like compression from faster SW behind but too slow to be HSS?
779,-,-,,2018-08-11T00:10,2018-08-11T13:10,-,-,-,-,2,2,-,-,Y?,N,DV,-,Front part too smooth for sheath? Filament enhancement in middle?
780,781,2018-08-24T05:50,,2018-08-24T11:15,2018-08-24T22:36,-,2018-08-25T01:16,1,-,2,2,-,2,N,N,V,-,Mixed until next
781,780,2018-08-25T01:16,,2018-08-25T12:48,2018-08-26T07:2,-,2018-08-26T12:00,1,-,1,1,-,2,N,M?,DV,-,Weak but clean case. SIR/HSS behind? Or too far?
782,-,2018-09-07T02:36,,2018-09-07T05:58,2018-09-07T12:31,2018-09-07T23:42,2018-09-08T09:39,2,-,1,2,2,2,N,N,DV,-,Long leg that gets mixed 
783,-,-,,2018-09-23T04:00,2018-09-23T23:31,-,-,-,-,1,1,-,-,N,M?,DV,-,In tail of weak HSS? No sheath?
784,-,-,,2019-03-12T06:15,2019-03-13T18:18,-,-,2,-,2,3,-,-,N,N,-,-,Not confident is real but guess based on n and v. Similarly plausible region after but not likely that long?
785,-,-,,2019-03-16T12:20,2019-03-17T04:58,2019-03-17T19:12,-,-,-,2,2,2,-,N,N,-,-,No sheath. Core and leg?
786,-,2019-03-24T20:43,,2019-03-24T23:53,2019-03-25T21:45,2019-03-26T01:09,-,1,-,1,2,-,-,N,N?,-,-,Too messy to split up. Weak HSS after or just normal SW after slow CME?
787,-,-,,2019-04-17T21:15,2019-04-18T12:17,-,2019-04-18T19:37,-,-,1,2,-,2,N,N,D,W,No Wind density and small full plasma gap. End based on B drop in Wind which should match n?
788,-,-,,2019-05-07T21:00,2019-05-08T15:16,-,2019-05-09T04:00,-,-,1,2,2,-,N,N?,-,-,Weak HSS behind or just effects of normal SW on slow CME?
789,790,2019-05-10T16:55,,2019-05-11T06:28,2019-05-12T14:40,2019-05-13T07:00,2019-05-13T22:54,1,-,1,2,2,2,N,N,-,-,A little clean leg then mixed until next?
790,789,2019-05-13T22:54,,2019-05-14T08:30,2019-05-14T16:07,2019-05-15T15:41,-,1,-,1,2,2,-,N,N,-,-,Glancing core then long leg?
791,-,2019-05-16T16:10,,2019-05-16T23:00,2019-05-17T20:09,2019-05-18T08:00,-,2,-,1,2,1,-,N,N,-,-,Could maybe add mixed? Guessing on leg
792,-,2019-05-26T21:30,,2019-05-27T05:40,2019-05-27T18:23,-,2019-05-27T23:52,1,-,1,2,-,2,N,N,-,-,Mixed based on T jump
793,-,2019-06-07T06:36,,2019-06-07T11:07,2019-06-08T07:19,-,-,3,-,3,3,-,-,N,N?,DV,-,Not sure is a thing. Weak HSS or just normal SW behind slow CME? Def a compression region
794,-,2019-08-20T00:40,,2019-08-20T03:08,2019-08-20T10:05,-,2019-08-20T12:10,1,-,1,2,-,2,N,N,D,W,Wind plasma gap at back.
795,-,2019-09-21T03:39,,2019-09-21T18:52,2019-09-22T15:24,2019-09-23T12:37,-,1,-,1,2,2,-,N,N,D,-,Not sure on leg but is long and seems to change regime in middle
796,-,2019-10-13T04:55,,2019-10-13T09:26,2019-10-14T00:04,-,-,2,-,1,2,-,-,N,N,D,-,Could be longer? Weak so hard to tell
797,798,2019-10-29T03:35,,2019-10-29T05:30,2019-10-29T15:02,-,2019-10-29T17:04,1,-,1,2,-,1,N,M?,DV,-,In tail of HSS? Mixed until next case
798,787,2019-10-29T17:04,,2019-10-29T20:00,2019-10-30T07:46,2019-10-30T19:10,2019-10-30T23:30,2,-,1,2,2,2,N,N,DV,-,Attempting to split up
799,-,-,,2019-11-02T20:27,2019-11-03T04:40,-,-,-,-,2,2,-,-,N,N,-,-,Weak case but probably a thing
800,-,2019-11-11T05:44,,2019-11-11T09:12,2019-11-12T01:30,2019-11-12T09:48,-,1,-,1,2,2,-,M?,N,-,-,Is probably leg? Long FR and back end seems to flatten a bit
801,-,-,,2020-01-04T10:00,2020-01-05T05:10,-,-,-,-,2,2,-,-,N,N,D,-,Weak but fairly smooth case
802,-,2020-01-14T02:50,,2020-01-14T07:19,2020-01-15T01:44,-,-,2,-,2,2,-,-,N,N,-,A,Minor ACE T gaps. Too messy to attempt splitting
803,-,2020-02-17T22:36,,2020-02-18T01:58,2020-02-18T12:50,-,2020-02-18T21:10,1,-,1,2,-,2,N,M?,D,-,Sheath is oddly smooth. SIR/HSS behind or just compression from normal SW on slow CME
804,805,2020-03-04T12:02,,2020-03-04T16:40,2020-03-05T08:51,2020-03-06T06:08,2020-03-06T12:16,1,-,1,2,2,2,N,N,-,-,Think more turbulent part is leg? Mixed until next?
805,804,2020-03-06T12:16,,2020-03-06T13:47,2020-03-07T00:06,-,-,1,-,1,2,-,-,N,N,-,-,Weak case but probably a thing
806,-,2020-04-20T01:34,,2020-04-20T07:56,2020-04-21T02:32,-,2020-04-21T11:18,1,-,1,2,-,2,N,N?,D,-,SIR/HSS behind or just compression from normal SW on slow CME. Maybe leg?
807,-,2020-05-29T21:20,,2020-05-30T04:18,2020-05-30T13:22,-,2020-05-30T15:54,1,-,1,2,-,2,N,N,D,-,SIR/HSS behind or just compression from normal SW on slow CME.
808,-,-,,2020-06-26T18:04,2020-06-27T00:48,-,-,-,-,3,3,-,-,N,N,-,-,Not convinced is thing
809,-,2020-06-30T01:12,,2020-06-30T20:48,2020-07-01T16:10,-,-,2,-,2,2,-,-,N,N,-,-,Messy event. Could maybe put FR core in sheath and make current FR a leg?
810,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Maybe event around 7-11 20:00 ish? Maybe light T drop at CCMC time??? 
811,-,2020-07-13T17:02,,2020-07-13T20:18,2020-07-14T06:18,-,2020-07-15T04:16,1,-,1,1,2,-,N,N,D,-,Guessing at leg but fairly smooth and low T
812,-,2020-07-24T01:42,,2020-07-24T04:32,2020-07-24T10:52,2020-07-25T11:36,2020-07-25T21:51,1,-,1,3,3,3,N,N,-,-,Guessing at split but pretty structured
813,-,2020-10-05T06:52,,2020-10-05T16:40,2020-10-06T08:14,-,2020-10-06T14:50,1,-,1,2,-,2,N,N,-,-,Guessing mixed not leg?
814,-,2020-11-01T08:41,,2020-11-01T11:54,2020-11-02T06:51,-,2020-11-02T17:49,1,-,1,2,-,2,N,N,D,-,Weak but fairly smooth case
815,-,-,,2020-12-02T07:53,2020-12-03T17:44,-,-,-,-,3,3,-,-,N,N,-,-,Not convinced is thing. Based on T and smoothness
816,-,-,,2020-12-06T19:00,2020-12-07T07:49,-,-,-,-,3,3,-,-,N,N,-,-,Not convinced is thing.
817,-,2020-12-10T01:29,,2020-12-11T09:23,2020-12-12T08:04,-,-,3,-,1,1,-,-,N,Y?,D,-,Embedded in HSS? More likely HSS front than day long sheath?
818,-,2021-01-05T12:20,,2021-01-05T15:30,2021-01-06T01:00,-,2021-01-06T05:55,2,-,1,2,-,2,N,Y?,D,-,Sheath front hard to cleanly ID. HSS behind
819,-,2021-02-15T18:58,,2021-02-16T02:33,2021-02-16T14:52,-,-,2,-,2,2,-,-,N,Y?,D,-,SIR/HSS behind or just compression from normal SW on slow CME.
820,821,2021-02-23T01:36,,2021-02-23T08:00,2021-02-24T02:39,-,-,1,-,1,2,-,2,N,N,-,-,Interacts with next
821,820,2021-02-24T02:39,,2021-02-24T04:08,2021-02-24T15:36,-,-,2,-,1,1,-,-,N,N,-,-,Could split at v kink in middle of FR? Mixed after?
